RICE_PRODUCTION ,WHEAT_PRODUCTION ,KHARIF_SORGHUM_PRODUCTION,RABI_SORGHUM_PRODUCTION,SORGHUM_PRODUCTION,PEARL_MILLET_PRODUCTION,MAIZE_PRODUCTION,FINGER_MILLET_PRODUCTION,BARLEY_PRODUCTION,CHICKPEA_PRODUCTION,PIGEONPEA_PRODUCTION,MINOR_PULSES_PRODUCTION,GROUNDNUT_PRODUCTION,SESAMUM_PRODUCTION,RAPESEED_AND_MUSTARD_PRODUCTION,SAFFLOWER_PRODUCTION,CASTOR_PRODUCTION,LINSEED_PRODUCTION,SUNFLOWER_PRODUCTION,SOYABEAN_PRODUCTION,OILSEEDS_PRODUCTION,SUGARCANE_PRODUCTION,COTTON_PRODUCTION
64,131.5,20.8,0,20.8,7.9,43.8,0,53.8,39.9,25.2,-1,55.8,0,1.1,0,0,0,0,0,-1,48.1,0
36.9,121.3,22.1,0,22.1,6.5,48.8,0.1,30.6,44.8,17.4,-1,55.6,0,0.2,0,0,0,0,0,-1,13.9,0
43.6,140,21.2,0,21.2,4.6,34.6,0,38.8,59.2,21.3,-1,48.5,0,1,0,0,0,0,0,-1,73.6,0
53.5,201.5,27.8,0,27.8,7,64.3,0.3,45.8,48.8,14.8,-1,41,0,1.1,0,0,0,0,0,-1,89.8,0
41.7,177.2,23.5,0,23.5,3.3,11.5,0,45.4,49.6,10.3,-1,30.6,0,1.4,0,0,0,0,0,-1,63.9,0
35.4,184.7,36.2,0,36.2,11,34.9,0.1,45.8,27.5,17.3,-1,61.3,0,1.8,0,0,0,0,0,-1,78,0
61.1,134,13.1,0,13.1,6.5,17.6,0,22.4,19,6.7,-1,53.3,0,1.1,0,0,0,0,0,-1,85.4,0
43.4,178.2,29.7,0,29.7,6.5,21.9,0,29,16.8,18.5,-1,95.3,0,2.8,0,0,0,0,0,-1,82.9,0
65.8,201,12.8,0,12.8,5.8,29.2,0,34.6,27.5,12.9,-1,64.9,0,2.1,0,0,0,0,0,-1,82.9,0
69.2,243.6,13.6,0,13.6,6.4,26.7,0,36.7,26.6,11.2,-1,47.9,0,1.8,0,0,0,0,0,-1,86.5,0
96.7,230.6,19.3,0,19.3,7.1,24.9,0,17.3,24.3,14.6,-1,46.8,0,6.4,0,0,0.1,0,0,-1,124.2,0
133.8,280.2,22.2,0,22.2,3.8,24,0,26.9,33.6,20.8,-1,37.9,0,5.7,0,0,0,0,0,-1,105.3,0
19.4,269.1,7.5,0,7.5,2.1,41.2,0,24.6,17.4,8.9,1.45,12.1,0,1.7,0,0,0,0,0,13.34,46.4,0
77.4,416.7,10.3,0,10.3,7.3,7.3,0,27.3,31.3,15.8,-1,11.2,0,4.2,0,0,0,0,0,-1,46.5,0
92.2,358.5,28,0,28,4.9,39.4,0,18.7,28.4,15.8,8.62,16.4,0,5.5,0,0,0,0,0,46.76,103.3,0
48.5,354.6,14.8,0,14.8,3.3,11,0,17.6,29.5,7.9,9.65,21.6,0,5.5,0,0,0,0,0,25.73,82,0
103.8,432.1,18.8,0,18.8,4.3,46.5,0,18.6,19.4,9.5,6.81,21.2,0,4.5,0,0,0.1,0,0,24.03,59.9,0
90.6,412.9,21.7,0,21.7,8.6,59.7,0,18.7,30,17.1,7.01,11.7,0,8.4,0,0,0,0.1,0,19.5,64,0
121.1,406.6,8.9,0,8.9,3.6,83.8,0,20.3,36.2,10.9,6.78,10.3,0,5.5,0,0,0.1,0.1,0,15.92,67.9,0
128,434.9,22.7,0,22.7,3.2,56.8,0,21.3,31.9,20.1,8.52,12.8,0.1,7.5,0,0,0.1,0.1,0,19.11,95.2,0
42.6,438.4,16.5,0,16.5,4.1,27.2,0,20.9,25.2,13.5,6.93,8.7,0,6.9,0,0,0.1,0.1,0,15.99,77.1,0
181.3,607,33.2,0,33.2,6.8,60.5,0,21,37.8,17.8,-1,9.7,0,10.9,0,0,0.1,0.1,0,25.11,89.3,0
145.2,522.2,37.1,0,37.1,5.8,65.7,0,19.5,21.7,9.6,8.46,14.5,0.1,8.3,0,0,0,0.1,0,22.9,83.2,0
166.15,536.59,24.83,0,24.83,3.57,72.18,0,18.67,27.17,11.58,11.09,12.19,0.14,13.14,0,0.04,0.04,0.08,0.01,25.51,100.49,0
141.35,583.22,31.14,0,31.14,2.87,58.34,0,16.49,29.78,9.73,16.87,15.51,0.45,16.61,0,0.05,0.04,0.33,0.01,32.95,102.25,0
154.03,533.11,31.46,0,31.46,4.39,97.38,0,14.77,25.39,10.22,13.87,25.98,1.23,11.41,0,0,0.05,0.41,0.01,39.08,100.4,0
138.63,580.51,20.15,0,20.15,5.57,55.71,0,16.19,16.58,9.35,12.28,5.84,0.69,14.85,0,0,0.06,0.65,0.02,29.31,86.26,0
171.86,752.52,29.61,0,29.61,4.74,58.34,0,14.15,17.02,7.52,13.47,12.39,0.78,20.65,0,0,0.04,0.39,0.03,33.88,93.91,0
189.68,668.33,16.64,0,16.64,5.45,84.05,0,11.7,9.86,9.13,15.13,13.29,1.01,18.04,0,0,0.03,0.7,0.04,33.12,118.91,0
229.45,762.2,14.75,0,14.75,4.83,54.47,0,15.1,13.64,7.59,19.85,16.08,1.59,23.32,0,0,0.03,0.73,0.08,41.83,115.02,0
250.09,661.99,20.36,0,20.36,6.65,92.16,0,12.54,8.13,3.28,14.2,14.07,1.36,11.14,0,0,0.03,0.78,0.03,27.41,119.84,0
234.82,680.82,11.57,0,11.57,2.94,61.84,0,13.52,7.35,9.69,10.89,4.76,0.42,14.8,0,0,0.02,0.72,0.01,20.73,117.57,0
224.38,781.59,17.72,0,17.72,5.1,87.3,0,10.39,7.53,7.13,18.08,12.62,2.99,18.24,0,0,0.02,0.86,0.03,34.75,125.77,0
216.47,798.16,14.1,0,14.1,3.99,85.89,0,9.98,3.83,7.28,16.26,6.95,1.54,15.21,0,0,0,0.29,0.01,23.99,132.92,0
264.05,795.79,11.94,0,11.94,3.77,82.48,0,5.98,1.78,5.14,19.88,7.13,4.31,10.74,0,0,0.02,0.25,0.03,22.47,132.69,0
143.97,868.14,12.94,0,12.94,2.01,35.79,0,7.03,2.1,2.75,20.77,3.66,2.92,10.05,0,0,0.01,0.11,0,16.77,132.82,0
267.7,866.94,10.8,0,10.8,3.45,68.48,0,6.33,1.29,3.42,18.7,2.3,2.05,10.87,0,0,0,0.61,0.01,15.85,129.24,0
302.72,821.89,10.12,0,10.12,4.83,80.32,0,4.91,1.15,1.84,25,5.09,2.62,10.67,0,0,0.01,1.82,0.01,19.63,149.62,0
337.8,814.07,9.72,0,9.72,3.31,58.78,0,3.69,1.36,2.51,22.44,5.58,2.18,10.3,0,0,0,1.59,0.01,19.65,152.09,0
319.95,929.19,10.12,0,10.12,7.46,69.59,0,3.31,0.66,1.63,21.18,4.67,2.71,8.42,0,0,0.01,0.7,0,16.51,200.81,0
311.67,964.01,8.09,0,8.09,6.9,75.31,0,5.04,0.68,1.92,22.18,7.42,2.88,11.88,0,0,0.01,2.01,0,24.2,208.11,0
348.96,1026.42,0,0,8.97,5.77,73.95,0,4.04,0.78,1.5,22.53,5.17,3.17,12.92,0,0,0.01,0.27,0.01,21.54,177.5,0
293.89,1062.32,0,0,6.9,4.82,55.45,0,2.82,0.64,2.3,26.62,7,3.53,11.87,0,0,0.01,0.52,0,22.77,144.2,0
288.7,1103.32,6.86,0,6.86,4.46,46.68,0,2.95,0.43,1.59,23.38,5.52,5.09,10.71,0,0,0,0.8,0,22.13,152.09,0
326.9,1209.53,7.36,0,7.36,3.94,49.78,0,4.08,0.78,1.41,24.9,8.21,3.73,11.45,0,0,0.01,0.8,0,23.39,183.43,0
354.64,1041.83,7.5,0,7.5,4.85,70.6,0,3.46,0.87,1.33,25.1,10.63,4.28,12.82,0,0,0.01,0.1,0,27.83,221.01,0
375.1,1130.77,4.36,0,4.36,4.49,82.22,0,8.93,0.42,1.12,18.71,10.17,3.8,11.03,0,0,0.02,0,0,25.01,227.2,0
279.49,719.26,4.59,0,4.59,3.79,56.89,0,2,0.26,0.56,0,6.89,3.63,6.89,0,0,0,0,0,0,222.62,0
301.95,980.02,9.05,0,9.05,5.1,86.61,0,0.47,0.25,1.28,19.66,7.5,20.21,11.57,0,0,0,0.12,0,0,230.42,0
338.75,1143.43,7.72,0,7.72,4.71,90.69,0,4.49,0.44,1.74,28.08,9.75,14.53,13.98,0,0,0,1.08,0,0,236.17,0
377.21,1155.22,7.53,0,7.53,4.39,87.71,0,5.1,1.25,1.91,24.4,9.06,12.58,15.25,0,0,0,0.71,0,0,282.07,0
68.7,53,3.6,0,3.6,2.8,38.1,0,7.3,12.2,4.1,-1,15.1,0.1,4.6,0,0,0,0,0,-1,128.8,0
56.1,94.1,6.3,0,6.3,2.1,51.5,0,14.7,21.5,5.3,-1,16.9,0.2,7,0,0,0.1,0,0,-1,184.2,0
68.7,104.4,3.6,0,3.6,2.8,37,0,12,32.8,4.7,-1,13.7,0.1,5.3,0,0,0.1,0,0,-1,258.1,0
69.8,103.8,5,0,5,3.3,24.1,0,12.5,29.1,5,-1,19.3,0.1,5.8,0,0,0.1,0,0,-1,304.8,0
68.1,108.3,5.3,0,5.3,3,40.5,0,12.6,31.4,5.7,-1,14.3,0.1,6.9,0,0,0.1,0,0,-1,310.4,0
65.9,131.4,2.1,0,2.1,0.7,28,0,8.9,14.3,3.4,-1,6,0.1,6.5,0,0,0.1,0,0,-1,231,0
71.5,114.9,6.8,0,6.8,3.1,42.8,0.1,8.6,24.7,8.9,-1,12.2,0.1,9.4,0,0,0.1,0,0,-1,298.5,0
95.4,127.1,3.1,0,3.1,1.9,23.8,0.1,11.1,24.6,3.4,-1,14.9,0.1,5.9,0,0,0.1,0,0,-1,333.6,0
114.5,111.7,4,0,4,0.8,21.5,0.2,11.5,20.1,4.7,-1,11.8,0.1,11.3,0,0,0.1,0,0,-1,302.3,0
127,137.9,2.8,0,2.8,2.1,22.2,0,8.4,19.5,5.1,-1,11.8,0.1,8.4,0,0,0.1,0,0,-1,302.3,0
126.7,141.7,3.6,0,3.6,2.8,22.4,0.2,6.8,28.5,5.2,-1,12.8,0.1,7,0,0,0.1,0,0,-1,295.7,0
142.8,176.5,4.1,0,4.1,3.3,33.9,0,8.7,32.6,7.7,-1,15.9,0.2,14.1,0,0,0.1,0,0,-1,344.8,0
163.6,185.6,5.2,0,5.2,0.8,17.4,0.1,5.9,22.2,6.4,-1,9.4,0.1,18.7,0,0,0.1,0,0,-1,264.5,0
47.8,180.1,1.7,0,1.7,0.3,20.5,0,5.3,13,5,11.53,5.2,0,5.4,0,0,0,0,0,10.67,209.9,0
183.7,255.1,2.7,0,2.7,1.3,19.5,0,8.9,22.2,5.7,-1,5.4,0.1,8.3,0,0,0.2,0.2,0,-1,286.6,0
188,245.8,5.1,0,5.1,0.7,19.8,0,5.7,11,4.9,14.02,8.2,0,13.8,0,0,0.7,0.2,0,30.04,416.3,0
212.1,242.5,3.4,0,3.4,0.5,12,0,5.8,9.1,3.9,10.92,11.1,0,13.8,0,0,0.7,0.2,0,18.54,431.8,0
194.4,325.5,3.5,0,3.5,0.8,8,0,4.6,6.6,1.7,8.6,11.9,0,9.1,0,0,0.6,0,0,20.57,395.5,0
240.8,305.5,4.2,0,4.2,0.7,16.8,0,3.7,6.1,5.4,9.99,6.9,0.1,12.2,0,0,0.2,0,0,17.29,414.7,0
235.8,323.6,2.6,0,2.6,0.3,16.8,0,4.1,7,6.9,10.69,6,0.2,11.9,0,0,0.3,0,0,17.33,488,0
220.2,275.9,3.6,0,3.6,0.4,23.2,0,4.4,5.7,7.4,18.58,5.9,0.1,8.7,0,0,0.3,0,0,15.17,583.7,0
200.1,345.3,1.7,0,1.7,0.5,25.3,0,4.6,4.6,2.1,11.23,4,0.2,10.3,0,0,0.2,0,0,14.63,658.6,0
354.5,450.3,2.6,0,2.6,0.5,17.6,0,3.7,6.8,5.5,-1,7.2,0,11.5,0,0,0.2,0.1,0,18.67,649.7,0
331.5,290.4,4.5,0,4.5,0.6,14.8,0,4.1,2.1,4.2,16,8.5,0.6,13.8,0,0,0.1,0.1,0,22.99,663.8,0
371.7,405.03,3.05,0,3.05,0.32,8.64,0,3.04,2.71,4.54,23.43,7.5,0.39,21.21,0,0.11,0.11,0.02,0,29.2,616.86,0
324.83,428.61,1.91,0,1.91,0.24,11.59,0,2.37,1.45,3.81,16.28,6.06,0.34,17.16,0,0.08,0.1,0.13,0,23.77,736.83,0
359.9,350.41,2.01,0,2.01,0.39,24.06,0,1.71,1.47,4.14,20.25,8.36,0.98,13.26,0,0,0.08,0.14,0,22.82,764.43,0
355.47,443.15,1.43,0,1.43,0.29,13.23,0,1.9,1.74,3.55,19.52,38.68,0.38,22,0,0,0.11,0.09,0,28.42,764.6,0
330.51,507.55,1.51,0,1.51,0.37,16.9,0,1.97,1.84,2.73,23.57,5.07,0.6,23.3,0,0,0.05,0.09,0.08,29.1,808.95,0
434.36,443.57,1.14,0,1.14,0.39,11.66,0,1.61,1.05,4.09,18.87,4.09,0.59,25.86,0,0,0.06,1.42,0,32.02,859.94,0
427.48,456.65,0.77,0,0.77,0.26,12.75,0,2.12,1.26,3.03,24.16,4.7,1.44,20.44,0,0,0.06,0.04,0.04,26.71,1000.37,0
476.39,437.51,0.87,0,0.87,0.25,14.98,0,1.65,0.83,1.23,21.62,6.74,1.07,11.61,0,0,0.03,0.02,0,19.47,1028.77,0
422.33,479.55,0.44,0,0.44,0.1,8.71,0,1.71,0.57,2.09,19.49,3.61,0.5,19.09,0,0,0.04,0,0,23.25,981.03,0
482.4,554.06,0.6,0,0.6,0.23,15.88,0,1.28,0.39,2.98,22.17,7.18,2,22.61,0,0,0.04,0,0,31.83,1092.47,0
477.98,535.41,0.47,0,0.47,0.18,9.76,0,1.07,0.36,2.49,19.68,5.83,1.1,22.82,0,0,0.02,0,0,29.77,963.09,0
484.38,589.65,0.31,0,0.31,0.34,11.21,0,1.02,0.24,1.73,19.02,6.28,1.31,22.22,0,0,0,0.02,0,29.83,1150.05,0
364.1,527.33,0.26,0,0.26,0.29,8.45,0,1.13,0.15,1.34,20,6.71,0.64,17.27,0,0,0.01,0,0,24.63,1200.56,0
429.36,580.4,0.31,0,0.31,0.35,8.66,0,1.04,0.14,1.14,20,3.11,0.26,20.26,0,0,0.01,0.01,0,23.64,1097.5,0
374.01,568.66,0.23,0,0.23,0.69,11.32,0,0.65,0.18,1.17,18.61,3.43,0.38,19.12,0,0,0.01,0.33,0.01,24.86,1262.5,0
421.84,554.42,0.22,0,0.22,0.27,9.91,0,0.6,0.15,1.38,20.32,7.94,0.64,25.16,0,0,0,0,0.01,33.75,1217.65,0
378.15,580.19,0.18,0,0.18,0.43,9.29,0,0.59,0.06,0.86,18.99,6.12,0.38,25.53,0,0,0,0.01,0,32.04,1289.92,0
375.83,613.73,0.18,0,0.18,0.27,8.98,0,0.69,0.07,1.3,19.19,3.85,0.49,26.54,0,0,0,0.02,0,30.9,1205.33,0
327.86,663.74,0,0,0.17,0.26,8.15,0,0.7,0.1,1.34,18.13,3.99,0.3,27.37,0,0,0,0.01,0,31.67,1111.89,0
366.58,576.5,0,0,0.29,0.13,8.6,0,0.4,0.08,0.85,17.53,5.27,0.44,23.95,0,0,0,0,0,29.68,1319.63,0
400.8,679.29,0.15,0,0.15,0.37,8.18,0,0.83,0.08,0.99,21.71,5.55,0.97,28.44,0,0,0,0,0,34.96,1251.76,0
452.58,667.86,0.14,0,0.14,0.45,8.93,0,3.17,0.14,9.63,9.7,6.27,0.97,24.76,0,0,0,0.01,0,32,1448.85,0
478.46,640.47,0.2,0,0.2,0.45,11.43,0,1.85,0.18,0.89,13.6,6.25,0.83,27.17,0,0,0,0,0,34.25,1435.97,0
467.91,705.44,0.29,0,0.29,0.44,15.35,0,2.13,0.11,0.76,11.89,4.13,0.86,21.15,0,0,0,0,0,26.13,1504.07,0
428.28,498.17,0.12,0,0.12,0.31,11.14,0,0.3,0.07,0.32,0,5.64,0.71,20.67,0,0,0.05,0.3,0,0,1775.8,0
417.52,599.2,0.06,0,0.06,0.32,9.63,0,0.26,0.03,0.51,15.3,3.64,5.57,24.69,0,0,0,0.01,0,0,1841.82,0
506.32,727.5,0.24,0,0.24,0.8,18.24,0,1.88,0.25,1.86,16.11,6.3,0.09,22.23,0,0,0,0,0,0,1769.78,0
568.24,775.53,0.04,0,0.04,0.72,12.96,0,1.36,0.38,1.02,15.84,5.18,0.7,25.04,0,0,0,0,0,0,2002.65,0
95.9,58.6,5.7,0,5.7,0.1,3.1,0.1,10.4,16.1,5,-1,0.2,0,0.1,0,0,0,0,0,-1,62.6,0
101.1,89.7,4.4,0,4.4,0.1,6.6,0.1,28.2,24.8,10,-1,0.1,0,0.2,0,0,0.1,0,0,-1,74.4,0
95.9,101.1,5.6,0,5.6,0.1,7.1,0.1,17.1,23.5,7.5,-1,0.1,0,0.1,0,0,0,0,0,-1,92.2,0
102,93.8,6.4,0,6.4,0.6,6.6,0.1,17.2,24.8,8.8,-1,0.1,0,0.1,0,0,0,0,0,-1,103.7,0
88.3,89.6,4.3,0,4.3,0.2,9.8,1.6,17.4,32.8,4.8,-1,0.1,0,0.2,0,0,0,0,0,-1,105.4,0
141.2,127.5,3,0,3,0.1,1.1,1.3,19.7,23.8,6,-1,0.1,0,0.1,0,0,0,0,0,-1,83.6,0
127.8,87,4.4,0,4.4,0.5,6.1,0.1,12.9,18.1,9.2,-1,0.1,0,0.1,0,0,0,0,0,-1,69.2,0
105.4,98.2,3.3,0,3.3,0.4,2.9,0.1,11.9,14.1,8.2,-1,0.1,0,0.1,0,0,0,0,0,-1,62.9,0
105,115,3.2,0,3.2,0.3,5.2,0.2,19.9,19.1,6.5,-1,0.1,0,0.2,0,0,0,0,0,-1,75.7,0
141,129.5,2.8,0,2.8,0.4,1,0.1,22.6,20.6,10.2,-1,0.1,0,0.1,0,0,0,0,0,-1,75.7,0
137.2,144.3,4.9,0,4.9,0.4,5.5,0.1,22.2,21.8,11.3,-1,0.1,0,0.1,0,0,0,0,0,-1,89.7,0
132.5,162.3,4,0,4,0.5,4.3,0.1,26.1,18.5,4.1,-1,0.1,0,0.1,0,0,0,0,0,-1,80,0
175,195.9,4.6,0,4.6,0.3,4.2,0.1,18.5,20.2,10,-1,0.1,0,0.3,0,0,0,0,0,-1,73.9,0
64.4,249.9,3.4,0,3.4,0,4.4,0,9.4,12.9,9.1,6.82,0.1,0,0.2,0,0,0,0,0,0.33,64.3,0
158.2,278.6,3.7,0,3.7,0.2,2.9,0,9.2,20.9,14.7,-1,0.1,0,0.5,0,0,0,0.1,0,-1,77.5,0
250.9,283.4,1.6,0,1.6,0.2,2.1,0,6.3,10.9,7.1,9.19,0.1,0,0.4,0,0,0.1,0.1,0,0.65,106,0
206.5,313.3,3.3,0,3.3,0.2,2.3,0,6.2,16.4,9.2,9.78,0.2,0,0.4,0,0,0.1,0.1,0,0.54,96,0
241.6,342.6,5.4,0,5.4,0.2,3.3,0,4.2,15.3,7.8,11.38,0.1,0.1,0.7,0,0,0.1,0,0,0.73,91.6,0
269,352.4,13.2,0,13.2,0.2,3,0,3.1,20.8,9,10.7,0.1,0,0.8,0,0,0.1,0,0,0.67,80.3,0
319,350.6,5.7,0,5.7,0.2,4.1,0,4.5,21.3,8.8,11.37,0.1,0,0.6,0,0,0.1,0,0,0.82,90.9,0
236.8,308.2,5.1,0,5.1,0.3,5.1,0,4.2,17.2,9.4,12.55,0.2,0,0.6,0,0,0.1,0,0,0.75,97.3,0
276.3,352.1,5.7,0,5.7,0.2,3.3,0,3.3,12.5,8,12.6,0.1,0,0.9,0,0,0.1,0,0,1.02,99.6,0
322.2,431,5.7,0,5.7,0.3,2.3,0,3,17.3,6.7,-1,0.1,0,1.1,0,0,0.1,0,0,1.16,90.6,0
389.2,365.3,6.7,0,6.7,0.4,3.9,0,3.1,10.3,8.8,14.37,0.1,0,1.1,0,0,0,0,0,1.29,97.6,0
396.55,384.99,5.4,0,5.4,0.23,2.98,0,1.92,11.16,8.95,13.81,0.06,0.01,1.51,0,0.02,0.02,0.01,0,1.6,104.53,0
348.31,408.36,3.26,0,3.26,0.16,2.63,0,1.51,11.95,10.82,16.29,0.04,0,3.56,0,0.02,0.04,0.08,0,3.7,114.13,0
337.21,370.5,4.27,0,4.27,0.34,4.3,0,1.59,10.45,8.21,13.56,0.09,0,2.3,0,0,0.03,0.3,0,2.73,103.65,0
374.64,422.22,2.68,0,2.68,0.17,3.79,0,1.73,8.52,6.41,11.6,0.17,0,3.07,0,0,0.03,0.38,0,3.54,92.46,0
407.08,462.15,3.32,0,3.32,0.4,3.77,0,1.67,7.14,8.63,12.94,0.06,0,4.38,0,0,0.02,0.19,0,4.45,100.18,0
348.37,460.77,5.14,0,5.14,0.2,4.09,0,2.35,3.99,7.64,15.74,0.05,0,3.58,0,0,0.01,0.44,0,4.08,97.82,0
449.43,515.59,3.48,0,3.48,0.13,4.39,0,2.45,7.37,8.62,13.32,0.04,0.01,4.21,0,0,0.01,0.5,0,4.76,128.12,0
501.18,560.68,3.51,0,3.51,0.25,4.96,0,2.27,6.6,14.33,14.74,0.12,0.01,2.97,0,0,0.01,0.41,0,3.54,125.31,0
452.1,537.21,1.08,0,1.08,0.05,3.58,0,2.87,5.61,5.92,14.78,0.09,0,3.9,0,0,0.01,0.15,0,4.16,113.31,0
526.59,567.82,2.49,0,2.49,0.09,4.29,0,2.94,6.55,9.15,15.3,0.07,0.01,3.49,0,0,0.02,0.17,0,3.75,126.6,0
501.64,536.57,3.37,0,3.37,0.15,6.31,0,2.65,8.43,6.71,15.94,0.02,0,3.91,0,0,0.01,0.17,0,4.11,147.34,0
546.44,516.91,2.09,0,2.09,0.63,6.57,0,2.59,6.32,6.35,15.45,0.02,0.01,5.3,0,0,0.02,0.02,0,5.36,171.13,0
437.69,535.04,2.53,0,2.53,0.07,4.54,0.01,2.8,4.04,7.47,11.82,0.02,0,4.96,0,0,0.01,0.02,0,5.01,157.71,0
495.78,562.35,2.33,0,2.33,0.1,4.19,0,2.4,3.69,6.49,13.01,0.02,0,3.87,0,0,0.02,0.04,0,3.95,127.35,0
369.39,510.25,1.93,0,1.93,0.13,3.77,0,2.35,4.71,6.31,6.57,0.02,0,6.04,0,0,0.01,0.01,0,4.66,92.51,0
453.32,564.35,1.66,0,1.66,0.21,4.46,0,2.53,2.67,6.68,12.75,0.01,0,7.62,0,0,0.01,0.03,0,7.67,139.56,0
331.23,571.37,2.81,0,2.81,0.06,4.29,0,2.43,2.26,5.24,10.7,0.01,0,8.68,0,0,0,0,0,8.71,124.43,0
489.37,665.66,3.06,0,3.06,0.08,4.86,0,1.94,2.7,6.99,12.21,0.01,0,7.7,0,0,0,0,0,7.72,185.14,0
537.02,688.69,0,0,2.16,0.06,3.4,0,2.8,2.93,4.42,13.64,0.01,0,4.74,0,0,0.01,0,0,4.75,147.66,0
517.46,651.82,0,0,2.44,0.03,4.45,0,2.7,2.74,4.54,14.69,0,0.14,5.92,0,0,0.01,0.27,0,5.97,156.71,0
518.98,701.52,2.26,0,2.26,0.01,3.75,0,2.78,3.25,7.02,12.07,0,0.01,7.28,0,0,0.01,0,0,7.3,167.1,0
547.45,720.28,2.34,0,2.34,0.04,4.25,0,2.74,4.02,5.12,13.08,0,0.01,4.96,0,0,0.01,0.01,0,4.98,188.01,0
573.06,711.07,2.57,0,2.57,0.02,5.22,0,2.7,2.7,4.49,11.16,0,0.01,5.9,0,0,0.01,0.02,0,5.93,212.55,0
586.77,676.99,1.01,0,1.01,0.05,1.55,0,1.38,1.11,3.01,4.01,0,0.01,3.78,0,0,0.01,0,0,3.79,200.95,0
498.52,503.08,2.94,0,2.94,0.04,4.57,0,1.87,1.2,2.26,0,0,0.03,3.65,0,0,0.01,0,0,0,204.39,0
431.45,681.93,2.54,0,2.54,0.01,4.56,0,1.1,1.69,4.27,9.69,0,0.02,5.79,0,0,0,0.08,0,0,162.88,0
545.34,789.28,3.1,0,3.1,0.01,4.27,0,2.82,5.35,3.74,10.42,0,0.01,5.5,0,0,0.01,0,0,0,233.06,0
643.48,897.2,1.88,0,1.88,0.02,6.96,0,2.87,2.19,3.45,14.72,0,0.02,6.25,0,0,0.01,0,0,0,242.55,0
169,70.8,2.1,0,2.1,0.2,62.5,0,15.4,6.7,3.7,-1,0.3,0.1,2.9,0,0,1,0,0,-1,74.1,0
166.6,143.6,1.1,0,1.1,1.1,76.9,0.2,25.4,26.3,5.6,-1,0.3,0,6.9,0,0,1.7,0,0,-1,73.8,0
169,138.5,1.1,0,1.1,0.8,62.5,0.1,13.7,42.8,4.7,-1,0.2,0.1,4.3,0,0,1,0,0,-1,111.1,0
140.4,144.3,1.2,0,1.2,0.9,68.5,0.2,20.1,35.4,5.1,-1,0.2,0.1,3.4,0,0,1.6,0,0,-1,119.4,0
160.3,160.1,0.7,0,0.7,1.2,76.1,0.3,14.4,31.7,3.5,-1,0.2,0,3.5,0,0,1.2,0,0,-1,91.9,0
170.1,113,0.6,0,0.6,0.5,3.3,0.6,13,21,3.3,-1,0.2,0,2.1,0,0,0.6,0,0,-1,71.4,0
159.8,118.3,0.8,0,0.8,1.1,97.1,0.1,16.2,34.2,5.7,-1,0.2,0,1.9,0,0,0.9,0,0,-1,104.8,0
185.1,105.8,0.6,0,0.6,0.9,32.6,0.1,19.8,23,5.1,-1,0.3,0,3.4,0,0,1.6,0,0,-1,106.7,0
168.5,177.4,0.6,0,0.6,0.7,43.5,0.1,10.9,19.4,4.3,-1,0.4,0.1,4.8,0,0,1,0,0,-1,92,0
211,173.8,0.6,0,0.6,0.8,23.8,0.1,18.3,22,4.4,-1,0.4,0,3.7,0,0,1.2,0,0,-1,92,0
188.2,146.7,0.6,0,0.6,1.1,86.2,0.1,9.2,24.2,5.6,-1,0.3,0,2.8,0,0,1.1,0,0,-1,99.3,0
158.2,166.3,0.6,0,0.6,0.9,87.6,0,13.6,21,9.7,-1,0.3,0,3.6,0,0,1,0,0,-1,103.5,0
208.6,240.9,0.7,0,0.7,0.9,58.4,0.1,13.3,26.7,11,-1,0.2,0,5.9,0,0,1,0,0,-1,91.4,0
48.5,220.2,0.8,0,0.8,0.2,52.7,0,4.5,19.6,13.9,4.32,0.2,0,2.8,0,0,0.3,0,0,3.42,66.2,0
217.7,328.1,0.4,0,0.4,0.3,42.7,0.1,9.1,32.9,10.7,-1,0.2,0,6.4,0,0,1.1,0.1,0,-1,77.1,0
233.3,315.7,0.3,0,0.3,0.2,35.1,0,5.1,20.6,6.5,11.84,0.2,0,6.4,0,0,1.3,0.1,0,8.09,128.5,0
179.5,332.8,0.3,0,0.3,0.3,42.2,0,3.5,34.1,9.7,11.84,0.3,0,6.4,0,0,1.3,0.1,0,5.33,154.6,0
234.9,367.7,0.5,0,0.5,0.4,49.5,0,5,25.6,11.2,21.43,0.4,0,7,0,0,1.5,0,0,8.36,116.4,0
323.7,426.8,1.7,0,1.7,0.7,31.3,0,4.6,34.5,9.8,24.9,0.2,0,8.6,0,0,1.9,0,0,10.02,75.1,0
349.9,387.7,0.8,0,0.8,0.8,66.8,0,8.3,34.3,11.1,31.58,0.3,0,8.7,0,0,1.5,0,0,9.08,92.8,0
132.7,349,0.5,0,0.5,0.2,46.2,0.1,6.8,32.7,17.4,21.45,0.5,0,6.5,0,0,1.5,0,0,8.69,112.6,0
276.4,421.3,0.3,0,0.3,0.1,58.8,0.1,3.3,28,12.5,26.95,0.2,0,8.2,0,0,1.8,0,0,10.17,144.3,0
330.3,474.6,1.1,0,1.1,0.3,71.3,0,4.6,37.3,10.7,-1,0.2,0,11.2,0,0,1.5,0,0,11.94,146.6,0
418,427.2,0.4,0,0.4,0.3,68,0.2,4.3,15.9,13.7,31.52,0.3,0,10.7,0,0,2.5,0,0,13.55,142,0
